I_rms,I_std,I_energy,I_domfreq_hz,II_rms,II_std,II_energy,II_domfreq_hz,III_rms,III_std,III_energy,III_domfreq_hz,rms_mean,std_mean,energy_mean,domfreq_mean_hz,file_base,PID,segment_id,start_sec,end_sec,segment_path
0.7494454383850098,0.7493332624435425,0.5616684556007385,4.7,0.7508788108825684,0.7507673501968384,0.5638189911842346,4.7,0.7525283694267273,0.7524179220199585,0.5662989020347595,4.7,0.7509508728981018,0.7508395115534464,0.5639287829399109,4.7,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0033,330.0,340.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0033.npz
0.7605476379394531,0.7605032324790955,0.5784327387809753,10.600000000000001,0.7597898840904236,0.7597451210021973,0.5772807002067566,10.600000000000001,0.7598065137863159,0.7597638368606567,0.5773059725761414,10.600000000000001,0.7600480119387308,0.7600040634473165,0.5776731371879578,10.600000000000001,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0034,340.0,350.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0034.npz
0.7324352860450745,0.7324250936508179,0.5364614129066467,4.800000000000001,0.7321090698242188,0.7320988178253174,0.535983681678772,4.800000000000001,0.7319657206535339,0.7319545745849609,0.5357738137245178,4.800000000000001,0.732170025507609,0.7321594953536987,0.5360729694366455,4.800000000000001,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0035,350.0,360.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0035.npz
0.6593546271324158,0.6593530774116516,0.4347485303878784,10.700000000000001,0.6594418883323669,0.6594401597976685,0.4348636269569397,10.700000000000001,0.6605290174484253,0.6605272889137268,0.43629854917526245,10.700000000000001,0.659775177637736,0.6597735087076823,0.43530356884002686,10.700000000000001,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0036,360.0,370.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0036.npz
0.69338458776474,0.6933580040931702,0.4807821810245514,10.600000000000001,0.6945489645004272,0.6945216059684753,0.48239824175834656,10.600000000000001,0.6951095461845398,0.6950811147689819,0.4831773042678833,10.600000000000001,0.6943476994832357,0.6943202416102091,0.48211924235026044,10.600000000000001,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0037,370.0,380.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0037.npz
0.6603931784629822,0.6603503823280334,0.4361191391944885,4.7,0.6615567207336426,0.6615140438079834,0.43765732645988464,4.7,0.6617522239685059,0.6617085337638855,0.43791598081588745,4.7,0.6612340410550436,0.6611909866333008,0.43723081549008685,4.7,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0038,380.0,390.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0038.npz
0.6489473581314087,0.6489472985267639,0.4211326539516449,4.5,0.6489042639732361,0.6489042043685913,0.4210767149925232,4.5,0.6483602523803711,0.6483601927757263,0.42037099599838257,4.5,0.6487372914950053,0.6487372318903605,0.4208601216475169,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0039,390.0,400.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0039.npz
0.824669361114502,0.824668824672699,0.6800795793533325,4.4,0.8225958347320557,0.8225951790809631,0.6766639351844788,4.4,0.823652982711792,0.8236525058746338,0.6784042716026306,4.4,0.8236393928527832,0.8236388365427653,0.6783825953801473,4.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0040,400.0,410.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0040.npz
0.7870082855224609,0.7869626879692078,0.6193820238113403,4.4,0.78652423620224,0.7864770889282227,0.6186203360557556,4.4,0.7868149876594543,0.7867679595947266,0.6190778017044067,4.4,0.7867825031280518,0.7867359121640524,0.6190267205238342,4.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0041,410.0,420.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0041.npz
0.9857932329177856,0.9857485294342041,0.9717882871627808,4.3,0.985497236251831,0.98545241355896,0.9712047576904297,4.3,0.9860708713531494,0.9860246181488037,0.9723357558250427,4.3,0.9857871135075887,0.9857418537139893,0.9717762668927511,4.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0042,420.0,430.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0042.npz
0.9687904119491577,0.9687901139259338,0.9385548830032349,1.0,0.9678787589073181,0.9678779244422913,0.9367892742156982,1.0,0.9671386480331421,0.9671374559402466,0.9353571534156799,1.0,0.9679359396298727,0.9679351647694906,0.9369004368782043,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0000,0.0,10.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0000.npz
0.9617884159088135,0.9617868065834045,0.9250369071960449,1.0,0.9629429578781128,0.96294105052948,0.927259087562561,1.0,0.9649842977523804,0.9649823307991028,0.9311947226524353,1.0,0.9632385571797689,0.9632367293039957,0.9278302391370138,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0001,10.0,20.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0001.npz
0.9472336173057556,0.9472332000732422,0.8972514867782593,13.3,0.9471791386604309,0.9471787214279175,0.8971483111381531,13.3,0.9485536217689514,0.9485533237457275,0.8997539281845093,13.3,0.947655459245046,0.9476550817489624,0.8980512420336405,13.300000000000002,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0002,20.0,30.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0002.npz
0.9725453853607178,0.9725453853607178,0.9458445310592651,1.0,0.9746760129928589,0.9746760129928589,0.949993371963501,1.0,0.9730861186981201,0.9730861186981201,0.9468965530395508,1.0,0.9734358390172323,0.9734358390172323,0.9475781520207723,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0003,30.0,40.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0003.npz
0.9896960258483887,0.9896960258483887,0.9794982671737671,1.0,0.9884958267211914,0.9884958267211914,0.977124035358429,1.0,0.9884660243988037,0.9884660243988037,0.9770650267601013,1.0,0.9888859589894613,0.9888859589894613,0.9778957764307658,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0004,40.0,50.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0004.npz
1.0046590566635132,1.0046582221984863,1.0093398094177246,1.0,1.0031830072402954,1.0031819343566895,1.006376028060913,1.0,1.0000156164169312,1.0000145435333252,1.0000312328338623,1.0,1.0026192267735798,1.0026182333628337,1.0052490234375,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0005,50.0,60.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0005.npz
1.0393372774124146,1.039337158203125,1.0802218914031982,1.0,1.0370768308639526,1.0370768308639526,1.0755282640457153,1.0,1.0381473302841187,1.0381473302841187,1.0777499675750732,1.0,1.0381871461868286,1.0381871064503987,1.0778333743413289,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0006,60.0,70.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0006.npz
1.0025352239608765,1.0025349855422974,1.0050767660140991,13.3,1.0066770315170288,1.0066769123077393,1.0133986473083496,13.3,1.0096219778060913,1.0096218585968018,1.0193365812301636,13.3,1.0062780777613323,1.0062779188156128,1.012603998184204,13.300000000000002,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0007,70.0,80.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0007.npz
1.004175066947937,1.004174828529358,1.0083675384521484,1.0,1.0029584169387817,1.0029581785202026,1.0059255361557007,1.0,1.0020041465759277,1.0020039081573486,1.0040123462677002,1.0,1.003045876820882,1.003045638402303,1.0061018069585164,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0008,80.0,90.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0008.npz
1.0525346994400024,1.0525346994400024,1.1078293323516846,1.0,1.0512566566467285,1.0512566566467285,1.1051405668258667,1.0,1.0493690967559814,1.0493690967559814,1.1011755466461182,1.0,1.051053484280904,1.051053484280904,1.1047151486078899,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0009,90.0,100.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0009.npz
1.0353246927261353,1.0353246927261353,1.0718971490859985,1.0,1.0389835834503174,1.0389835834503174,1.0794869661331177,1.0,1.0412657260894775,1.0412657260894775,1.084234356880188,1.0,1.0385246674219768,1.0385246674219768,1.078539490699768,1.0,1003256_6025_0_0,1003256,1003256_6025_0_0_seg0010,100.0,110.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1003256_6025_0_0/1003256_6025_0_0_seg0010.npz
0.803041398525238,0.8030185699462891,0.6448754668235779,1.0,0.8017480373382568,0.8017215728759766,0.6427999138832092,1.0,0.7988973259925842,0.7988680005073547,0.638236939907074,1.0,0.801228920618693,0.8012027144432068,0.6419707735379537,1.0,1004007_6025_0_0,1004007,1004007_6025_0_0_seg0000,0.0,10.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1004007_6025_0_0/1004007_6025_0_0_seg0000.npz
0.9628034234046936,0.9628032445907593,0.9269904494285583,1.0,0.9589340686798096,0.9589338302612305,0.919554591178894,1.0,0.9546462893486023,0.9546460509300232,0.9113495945930481,1.0,0.9587945938110352,0.958794375260671,0.9192982117335001,1.0,1004007_6025_0_0,1004007,1004007_6025_0_0_seg0001,10.0,20.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1004007_6025_0_0/1004007_6025_0_0_seg0001.npz
